,FrameN (int),Carriage_Speed_DP (float),Global_FX (float),Global_FY (float),Global_FT (float),Global_MZ (float),Floe_Size (string),Drift_Speed (float),Ice_Thick (float),Drift_Angle (float),Region_0:228.0_0:20 - Ice Conc,Region_0:228.0_0:20 - Mean,Region_0:228.0_0:20 - StdDev,Region_0:228.0_20:60 - Ice Conc,Region_0:228.0_20:60 - Mean,Region_0:228.0_20:60 - StdDev,Region_0:228.0_60:135 - Ice Conc,Region_0:228.0_60:135 - Mean,Region_0:228.0_60:135 - StdDev,Region_0:228.0_135:180 - Ice Conc,Region_0:228.0_135:180 - Mean,Region_0:228.0_135:180 - StdDev,Region_228.0:456_0:20 - Ice Conc,Region_228.0:456_0:20 - Mean,Region_228.0:456_0:20 - StdDev,Region_228.0:456_20:60 - Ice Conc,Region_228.0:456_20:60 - Mean,Region_228.0:456_20:60 - StdDev,Region_228.0:456_60:135 - Ice Conc,Region_228.0:456_60:135 - Mean,Region_228.0:456_60:135 - StdDev,Region_228.0:456_135:180 - Ice Conc,Region_228.0:456_135:180 - Mean,Region_228.0:456_135:180 - StdDev,Region_456:1140.0_0:20 - Ice Conc,Region_456:1140.0_0:20 - Mean,Region_456:1140.0_0:20 - StdDev,Region_456:1140.0_20:60 - Ice Conc,Region_456:1140.0_20:60 - Mean,Region_456:1140.0_20:60 - StdDev,Region_456:1140.0_60:135 - Ice Conc,Region_456:1140.0_60:135 - Mean,Region_456:1140.0_60:135 - StdDev,Region_456:1140.0_135:180 - Ice Conc,Region_456:1140.0_135:180 - Mean,Region_456:1140.0_135:180 - StdDev
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
1,0,0.0004,-9.817671428999999,-0.727092857,9.844985714285713,1.6574785714285711,12.5,0.5,6.0,0,0.022484493345392417,204,0.0,0.43899871075832353,3983,3920.0,0.7861343052407986,26747,0.0,0.003477993524014949,71,0.0,0.5274671094114362,7178.5,1722.5,0.4817449656723171,6556.25,6220.246071298145,0.6168588908522626,15740.75,14505.439555128965,0.5941327341070796,36386,0.0,0.5292620899726229,14405.857142857143,11928.677982415455,0.32608813528226677,24852,16478.803755127374,0.09017730412306123,21477,1887.0977717118951,0.3108267183601556,26650,19342.481536762545
